City,Month,Avg Daily Deployment,City Center Max Cap,Fleet Size,Tasks per Month,Revenue per Month,Ops Cost per Month,Ops Profit per Month,Revenue per Vehicle per Day,Ops Cost per Task,Compliant,GR Priority
Berlin,Mar 2026,3137,3500,4000,282330,"$1,035,210.00","$705,825.00","$329,385.00",$11.00,$2.50,yes,High
São Paulo,Jan 2024,2977,3000,3500,267930,"$893,100.00","$535,860.00","$357,240.00",$10.00,$2.00,yes,High
São Paulo,Feb 2024,3078,3000,3500,277020,"$923,400.00","$554,040.00","$369,360.00",$10.00,$2.00,no,High
São Paulo,Mar 2024,2918,3000,3500,262620,"$875,400.00","$525,240.00","$350,160.00",$10.00,$2.00,yes,High
São Paulo,Apr 2024,3348,3000,3500,301320,"$1,004,400.00","$602,640.00","$401,760.00",$10.00,$2.00,no,High
São Paulo,May 2024,3415,3000,3500,307350,"$1,024,500.00","$614,700.00","$409,800.00",$10.00,$2.00,no,High
São Paulo,Jun 2024,3402,3000,3500,306180,"$1,020,600.00","$612,360.00","$408,240.00",$10.00,$2.00,no,High
São Paulo,Jul 2024,3280,3000,3500,295200,"$984,000.00","$590,400.00","$393,600.00",$10.00,$2.00,no,High
São Paulo,Aug 2024,3241,3000,3500,291690,"$972,300.00","$583,380.00","$388,920.00",$10.00,$2.00,no,High
São Paulo,Sep 2024,3257,3000,3500,293130,"$977,100.00","$586,260.00","$390,840.00",$10.00,$2.00,no,High
São Paulo,Oct 2024,3327,3000,3500,299430,"$998,100.00","$598,860.00","$399,240.00",$10.00,$2.00,no,High
São Paulo,Nov 2024,3153,3000,3500,283770,"$945,900.00","$567,540.00","$378,360.00",$10.00,$2.00,no,High
São Paulo,Dec 2024,2804,3000,3500,252360,"$841,200.00","$504,720.00","$336,480.00",$10.00,$2.00,yes,High
São Paulo,Jan 2025,3247,3000,3500,292230,"$974,100.00","$584,460.00","$389,640.00",$10.00,$2.00,no,High
São Paulo,Feb 2025,3158,3000,3500,284220,"$947,400.00","$568,440.00","$378,960.00",$10.00,$2.00,no,High
São Paulo,Mar 2025,2614,3000,3500,235260,"$784,200.00","$470,520.00","$313,680.00",$10.00,$2.00,yes,High
São Paulo,Apr 2025,2632,3000,3500,236880,"$789,600.00","$473,760.00","$315,840.00",$10.00,$2.00,yes,High
São Paulo,May 2025,3109,3000,3500,279810,"$932,700.00","$559,620.00","$373,080.00",$10.00,$2.00,no,High
São Paulo,Jun 2025,3309,3000,3500,297810,"$992,700.00","$595,620.00","$397,080.00",$10.00,$2.00,no,High
São Paulo,Jul 2025,3083,3000,3500,277470,"$924,900.00","$554,940.00","$369,960.00",$10.00,$2.00,no,High
São Paulo,Aug 2025,3255,3000,3500,292950,"$976,500.00","$585,900.00","$390,600.00",$10.00,$2.00,no,High
São Paulo,Sep 2025,3134,3000,3500,282060,"$940,200.00","$564,120.00","$376,080.00",$10.00,$2.00,no,High
São Paulo,Oct 2025,3385,3000,3500,304650,"$1,015,500.00","$609,300.00","$406,200.00",$10.00,$2.00,no,High
São Paulo,Nov 2025,3310,3000,3500,297900,"$993,000.00","$595,800.00","$397,200.00",$10.00,$2.00,no,High
São Paulo,Dec 2025,3335,3000,3500,300150,"$1,000,500.00","$600,300.00","$400,200.00",$10.00,$2.00,no,High
São Paulo,Jan 2026,3062,3000,3500,275580,"$918,600.00","$551,160.00","$367,440.00",$10.00,$2.00,no,High
São Paulo,Feb 2026,2866,3000,3500,257940,"$859,800.00","$515,880.00","$343,920.00",$10.00,$2.00,yes,High
São Paulo,Mar 2026,3403,3000,3500,306270,"$1,020,900.00","$612,540.00","$408,360.00",$10.00,$2.00,no,High
Toronto,Jan 2024,2625,2750,3000,236250,"$866,250.00","$590,625.00","$275,625.00",$11.00,$2.50,yes,High
Toronto,Feb 2024,2553,2750,3000,229770,"$842,490.00","$574,425.00","$268,065.00",$11.00,$2.50,yes,High
Toronto,Mar 2024,2363,2750,3000,212670,"$779,790.00","$531,675.00","$248,115.00",$11.00,$2.50,yes,High
Toronto,Apr 2024,2269,2750,3000,204210,"$748,770.00","$510,525.00","$238,245.00",$11.00,$2.50,yes,High
Toronto,May 2024,2591,2750,3000,233190,"$855,030.00","$582,975.00","$272,055.00",$11.00,$2.50,yes,High
Toronto,Jun 2024,2336,2750,3000,210240,"$770,880.00","$525,600.00","$245,280.00",$11.00,$2.50,yes,High
Toronto,Jul 2024,2318,2750,3000,208620,"$764,940.00","$521,550.00","$243,390.00",$11.00,$2.50,yes,High
Toronto,Aug 2024,2813,2750,3000,253170,"$928,290.00","$632,925.00","$295,365.00",$11.00,$2.50,no,High
Toronto,Sep 2024,2534,2750,3000,228060,"$836,220.00","$570,150.00","$266,070.00",$11.00,$2.50,yes,High
Toronto,Oct 2024,2573,2750,3000,231570,"$849,090.00","$578,925.00","$270,165.00",$11.00,$2.50,yes,High
Toronto,Nov 2024,2483,2750,3000,223470,"$819,390.00","$558,675.00","$260,715.00",$11.00,$2.50,yes,High
Toronto,Dec 2024,2442,2750,3000,219780,"$805,860.00","$549,450.00","$256,410.00",$11.00,$2.50,yes,High
Toronto,Jan 2025,2416,2750,3000,217440,"$797,280.00","$543,600.00","$253,680.00",$11.00,$2.50,yes,High
Toronto,Feb 2025,2442,2750,3000,219780,"$805,860.00","$549,450.00","$256,410.00",$11.00,$2.50,yes,High
Toronto,Mar 2025,3000,2750,3000,270000,"$990,000.00","$675,000.00","$315,000.00",$11.00,$2.50,no,High
Toronto,Apr 2025,2295,2750,3000,206550,"$757,350.00","$516,375.00","$240,975.00",$11.00,$2.50,yes,High
Toronto,May 2025,2522,2750,3000,226980,"$832,260.00","$567,450.00","$264,810.00",$11.00,$2.50,yes,High
Toronto,Jun 2025,2920,2750,3000,262800,"$963,600.00","$657,000.00","$306,600.00",$11.00,$2.50,no,High
Toronto,Jul 2025,3000,2750,3000,270000,"$990,000.00","$675,000.00","$315,000.00",$11.00,$2.50,no,High
Toronto,Aug 2025,3000,2750,3000,270000,"$990,000.00","$675,000.00","$315,000.00",$11.00,$2.50,no,High
Toronto,Sep 2025,2870,2750,3000,258300,"$947,100.00","$645,750.00","$301,350.00",$11.00,$2.50,no,High
Toronto,Oct 2025,2330,2750,3000,209700,"$768,900.00","$524,250.00","$244,650.00",$11.00,$2.50,yes,High
Toronto,Nov 2025,2586,2750,3000,232740,"$853,380.00","$581,850.00","$271,530.00",$11.00,$2.50,yes,High
Toronto,Dec 2025,2362,2750,3000,212580,"$779,460.00","$531,450.00","$248,010.00",$11.00,$2.50,yes,High
Toronto,Jan 2026,2634,2750,3000,237060,"$869,220.00","$592,650.00","$276,570.00",$11.00,$2.50,yes,High
Toronto,Feb 2026,2555,2750,3000,229950,"$843,150.00","$574,875.00","$268,275.00",$11.00,$2.50,yes,High
Toronto,Mar 2026,2842,2750,3000,255780,"$937,860.00","$639,450.00","$298,410.00",$11.00,$2.50,no,High
Austin,Jan 2024,2498,2200,2500,224820,"$749,400.00","$505,845.00","$243,555.00",$10.00,$2.25,no,High
Austin,Feb 2024,1814,2200,2500,163260,"$544,200.00","$367,335.00","$176,865.00",$10.00,$2.25,yes,High
Austin,Mar 2024,2072,2200,2500,186480,"$621,600.00","$419,580.00","$202,020.00",$10.00,$2.25,yes,High
Austin,Apr 2024,2348,2200,2500,211320,"$704,400.00","$475,470.00","$228,930.00",$10.00,$2.25,no,High
Austin,May 2024,2264,2200,2500,203760,"$679,200.00","$458,460.00","$220,740.00",$10.00,$2.25,no,High
Austin,Jun 2024,2409,2200,2500,216810,"$722,700.00","$487,822.50","$234,877.50",$10.00,$2.25,no,High
Austin,Jul 2024,2109,2200,2500,189810,"$632,700.00","$427,072.50","$205,627.50",$10.00,$2.25,yes,High
Austin,Aug 2024,2402,2200,2500,216180,"$720,600.00","$486,405.00","$234,195.00",$10.00,$2.25,no,High
Austin,Sep 2024,2193,2200,2500,197370,"$657,900.00","$444,082.50","$213,817.50",$10.00,$2.25,yes,High
Austin,Oct 2024,2335,2200,2500,210150,"$700,500.00","$472,837.50","$227,662.50",$10.00,$2.25,no,High
Austin,Nov 2024,1950,2200,2500,175500,"$585,000.00","$394,875.00","$190,125.00",$10.00,$2.25,yes,High
Austin,Dec 2024,1939,2200,2500,174510,"$581,700.00","$392,647.50","$189,052.50",$10.00,$2.25,yes,High
Austin,Jan 2025,2461,2200,2500,221490,"$738,300.00","$498,352.50","$239,947.50",$10.00,$2.25,no,High
Austin,Feb 2025,2184,2200,2500,196560,"$655,200.00","$442,260.00","$212,940.00",$10.00,$2.25,yes,High
Austin,Mar 2025,2462,2200,2500,221580,"$738,600.00","$498,555.00","$240,045.00",$10.00,$2.25,no,High
Austin,Apr 2025,2358,2200,2500,212220,"$707,400.00","$477,495.00","$229,905.00",$10.00,$2.25,no,High
Austin,May 2025,2498,2200,2500,224820,"$749,400.00","$505,845.00","$243,555.00",$10.00,$2.25,no,High
Austin,Jun 2025,2124,2200,2500,191160,"$637,200.00","$430,110.00","$207,090.00",$10.00,$2.25,yes,High
Austin,Jul 2025,2371,2200,2500,213390,"$711,300.00","$480,127.50","$231,172.50",$10.00,$2.25,no,High
Austin,Aug 2025,2436,2200,2500,219240,"$730,800.00","$493,290.00","$237,510.00",$10.00,$2.25,no,High
Austin,Sep 2025,2141,2200,2500,192690,"$642,300.00","$433,552.50","$208,747.50",$10.00,$2.25,yes,High
Austin,Oct 2025,2266,2200,2500,203940,"$679,800.00","$458,865.00","$220,935.00",$10.00,$2.25,no,High
Austin,Nov 2025,2308,2200,2500,207720,"$692,400.00","$467,370.00","$225,030.00",$10.00,$2.25,no,High
Austin,Dec 2025,2045,2200,2500,184050,"$613,500.00","$414,112.50","$199,387.50",$10.00,$2.25,yes,High
Austin,Jan 2026,1815,2200,2500,163350,"$544,500.00","$367,537.50","$176,962.50",$10.00,$2.25,yes,High
Austin,Feb 2026,2292,2200,2500,206280,"$687,600.00","$464,130.00","$223,470.00",$10.00,$2.25,no,High
Austin,Mar 2026,2119,2200,2500,190710,"$635,700.00","$429,097.50","$206,602.50",$10.00,$2.25,yes,High
Amsterdam,Jan 2024,1761,1800,2000,158490,"$581,130.00","$396,225.00","$184,905.00",$11.00,$2.50,yes,High
Amsterdam,Feb 2024,1565,1800,2000,140850,"$516,450.00","$352,125.00","$164,325.00",$11.00,$2.50,yes,High
Amsterdam,Mar 2024,1783,1800,2000,160470,"$588,390.00","$401,175.00","$187,215.00",$11.00,$2.50,yes,High
Amsterdam,Apr 2024,1709,1800,2000,153810,"$563,970.00","$384,525.00","$179,445.00",$11.00,$2.50,yes,High
Amsterdam,May 2024,1721,1800,2000,154890,"$567,930.00","$387,225.00","$180,705.00",$11.00,$2.50,yes,High
Amsterdam,Jun 2024,1685,1800,2000,151650,"$556,050.00","$379,125.00","$176,925.00",$11.00,$2.50,yes,High
Amsterdam,Jul 2024,1732,1800,2000,155880,"$571,560.00","$389,700.00","$181,860.00",$11.00,$2.50,yes,High
Amsterdam,Aug 2024,1547,1800,2000,139230,"$510,510.00","$348,075.00","$162,435.00",$11.00,$2.50,yes,High
Amsterdam,Sep 2024,1575,1800,2000,141750,"$519,750.00","$354,375.00","$165,375.00",$11.00,$2.50,yes,High
Amsterdam,Oct 2024,1629,1800,2000,146610,"$537,570.00","$366,525.00","$171,045.00",$11.00,$2.50,yes,High
Amsterdam,Nov 2024,1613,1800,2000,145170,"$532,290.00","$362,925.00","$169,365.00",$11.00,$2.50,yes,High
Amsterdam,Dec 2024,1583,1800,2000,142470,"$522,390.00","$356,175.00","$166,215.00",$11.00,$2.50,yes,High
Amsterdam,Jan 2025,1563,1800,2000,140670,"$515,790.00","$351,675.00","$164,115.00",$11.00,$2.50,yes,High
Amsterdam,Feb 2025,1515,1800,2000,136350,"$499,950.00","$340,875.00","$159,075.00",$11.00,$2.50,yes,High
Amsterdam,Mar 2025,1514,1800,2000,136260,"$499,620.00","$340,650.00","$158,970.00",$11.00,$2.50,yes,High
Amsterdam,Apr 2025,1722,1800,2000,154980,"$568,260.00","$387,450.00","$180,810.00",$11.00,$2.50,yes,High
Amsterdam,May 2025,1546,1800,2000,139140,"$510,180.00","$347,850.00","$162,330.00",$11.00,$2.50,yes,High
Amsterdam,Jun 2025,1710,1800,2000,153900,"$564,300.00","$384,750.00","$179,550.00",$11.00,$2.50,yes,High
Amsterdam,Jul 2025,1949,1800,2000,175410,"$643,170.00","$438,525.00","$204,645.00",$11.00,$2.50,no,High
Amsterdam,Aug 2025,1508,1800,2000,135720,"$497,640.00","$339,300.00","$158,340.00",$11.00,$2.50,yes,High
Amsterdam,Sep 2025,1549,1800,2000,139410,"$511,170.00","$348,525.00","$162,645.00",$11.00,$2.50,yes,High
Amsterdam,Oct 2025,1480,1800,2000,133200,"$488,400.00","$333,000.00","$155,400.00",$11.00,$2.50,yes,High
Amsterdam,Nov 2025,1564,1800,2000,140760,"$516,120.00","$351,900.00","$164,220.00",$11.00,$2.50,yes,High
Amsterdam,Dec 2025,1955,1800,2000,175950,"$645,150.00","$439,875.00","$205,275.00",$11.00,$2.50,no,High
Amsterdam,Jan 2026,1516,1800,2000,136440,"$500,280.00","$341,100.00","$159,180.00",$11.00,$2.50,yes,High
Amsterdam,Feb 2026,1635,1800,2000,147150,"$539,550.00","$367,875.00","$171,675.00",$11.00,$2.50,yes,High
Amsterdam,Mar 2026,1661,1800,2000,149490,"$548,130.00","$373,725.00","$174,405.00",$11.00,$2.50,yes,High
Melbourne,Jan 2024,1169,1300,1500,105210,"$350,700.00","$236,722.50","$113,977.50",$10.00,$2.25,yes,High
Melbourne,Feb 2024,1078,1300,1500,97020,"$323,400.00","$218,295.00","$105,105.00",$10.00,$2.25,yes,High
Melbourne,Mar 2024,1400,1300,1500,126000,"$420,000.00","$283,500.00","$136,500.00",$10.00,$2.25,no,High
Melbourne,Apr 2024,1388,1300,1500,124920,"$416,400.00","$281,070.00","$135,330.00",$10.00,$2.25,no,High
Melbourne,May 2024,1213,1300,1500,109170,"$363,900.00","$245,632.50","$118,267.50",$10.00,$2.25,yes,High
Melbourne,Jun 2024,1100,1300,1500,99000,"$330,000.00","$222,750.00","$107,250.00",$10.00,$2.25,yes,High
Melbourne,Jul 2024,1373,1300,1500,123570,"$411,900.00","$278,032.50","$133,867.50",$10.00,$2.25,no,High
Melbourne,Aug 2024,1344,1300,1500,120960,"$403,200.00","$272,160.00","$131,040.00",$10.00,$2.25,no,High
Melbourne,Sep 2024,1420,1300,1500,127800,"$426,000.00","$287,550.00","$138,450.00",$10.00,$2.25,no,High
Melbourne,Oct 2024,1361,1300,1500,122490,"$408,300.00","$275,602.50","$132,697.50",$10.00,$2.25,no,High
Melbourne,Nov 2024,1171,1300,1500,105390,"$351,300.00","$237,127.50","$114,172.50",$10.00,$2.25,yes,High
Melbourne,Dec 2024,1267,1300,1500,114030,"$380,100.00","$256,567.50","$123,532.50",$10.00,$2.25,yes,High
Melbourne,Jan 2025,1373,1300,1500,123570,"$411,900.00","$278,032.50","$133,867.50",$10.00,$2.25,no,High
Melbourne,Feb 2025,1208,1300,1500,108720,"$362,400.00","$244,620.00","$117,780.00",$10.00,$2.25,yes,High
Melbourne,Mar 2025,1473,1300,1500,132570,"$441,900.00","$298,282.50","$143,617.50",$10.00,$2.25,no,High
Melbourne,Apr 2025,1115,1300,1500,100350,"$334,500.00","$225,787.50","$108,712.50",$10.00,$2.25,yes,High
Melbourne,May 2025,1102,1300,1500,99180,"$330,600.00","$223,155.00","$107,445.00",$10.00,$2.25,yes,High
Melbourne,Jun 2025,1083,1300,1500,97470,"$324,900.00","$219,307.50","$105,592.50",$10.00,$2.25,yes,High
Melbourne,Jul 2025,1171,1300,1500,105390,"$351,300.00","$237,127.50","$114,172.50",$10.00,$2.25,yes,High
Melbourne,Aug 2025,1371,1300,1500,123390,"$411,300.00","$277,627.50","$133,672.50",$10.00,$2.25,no,High
Melbourne,Sep 2025,1231,1300,1500,110790,"$369,300.00","$249,277.50","$120,022.50",$10.00,$2.25,yes,High
Melbourne,Oct 2025,1172,1300,1500,105480,"$351,600.00","$237,330.00","$114,270.00",$10.00,$2.25,yes,High
Melbourne,Nov 2025,1282,1300,1500,115380,"$384,600.00","$259,605.00","$124,995.00",$10.00,$2.25,yes,High
Melbourne,Dec 2025,1212,1300,1500,109080,"$363,600.00","$245,430.00","$118,170.00",$10.00,$2.25,yes,High
Melbourne,Jan 2026,1284,1300,1500,115560,"$385,200.00","$260,010.00","$125,190.00",$10.00,$2.25,yes,High
Melbourne,Feb 2026,1193,1300,1500,107370,"$357,900.00","$241,582.50","$116,317.50",$10.00,$2.25,yes,High
Melbourne,Mar 2026,1278,1300,1500,115020,"$383,400.00","$258,795.00","$124,605.00",$10.00,$2.25,yes,High
Bogotá,Jan 2024,1028,1000,1200,92520,"$246,720.00","$161,910.00","$84,810.00",$8.00,$1.75,no,High
Bogotá,Feb 2024,875,1000,1200,78750,"$210,000.00","$137,812.50","$72,187.50",$8.00,$1.75,yes,High
Bogotá,Mar 2024,1088,1000,1200,97920,"$261,120.00","$171,360.00","$89,760.00",$8.00,$1.75,no,High
Bogotá,Apr 2024,1034,1000,1200,93060,"$248,160.00","$162,855.00","$85,305.00",$8.00,$1.75,no,High
Bogotá,May 2024,1103,1000,1200,99270,"$264,720.00","$173,722.50","$90,997.50",$8.00,$1.75,no,High
Bogotá,Jun 2024,1080,1000,1200,97200,"$259,200.00","$170,100.00","$89,100.00",$8.00,$1.75,no,High
Bogotá,Jul 2024,1029,1000,1200,92610,"$246,960.00","$162,067.50","$84,892.50",$8.00,$1.75,no,High
Bogotá,Aug 2024,897,1000,1200,80730,"$215,280.00","$141,277.50","$74,002.50",$8.00,$1.75,yes,High
Bogotá,Sep 2024,1050,1000,1200,94500,"$252,000.00","$165,375.00","$86,625.00",$8.00,$1.75,no,High
Bogotá,Oct 2024,993,1000,1200,89370,"$238,320.00","$156,397.50","$81,922.50",$8.00,$1.75,yes,High
Bogotá,Nov 2024,1089,1000,1200,98010,"$261,360.00","$171,517.50","$89,842.50",$8.00,$1.75,no,High
Bogotá,Dec 2024,1139,1000,1200,102510,"$273,360.00","$179,392.50","$93,967.50",$8.00,$1.75,no,High
Bogotá,Jan 2025,1052,1000,1200,94680,"$252,480.00","$165,690.00","$86,790.00",$8.00,$1.75,no,High
Bogotá,Feb 2025,956,1000,1200,86040,"$229,440.00","$150,570.00","$78,870.00",$8.00,$1.75,yes,High
Bogotá,Mar 2025,1098,1000,1200,98820,"$263,520.00","$172,935.00","$90,585.00",$8.00,$1.75,no,High
Bogotá,Apr 2025,1041,1000,1200,93690,"$249,840.00","$163,957.50","$85,882.50",$8.00,$1.75,no,High
Bogotá,May 2025,1096,1000,1200,98640,"$263,040.00","$172,620.00","$90,420.00",$8.00,$1.75,no,High
Bogotá,Jun 2025,1030,1000,1200,92700,"$247,200.00","$162,225.00","$84,975.00",$8.00,$1.75,no,High
Bogotá,Jul 2025,1059,1000,1200,95310,"$254,160.00","$166,792.50","$87,367.50",$8.00,$1.75,no,High
Bogotá,Aug 2025,1122,1000,1200,100980,"$269,280.00","$176,715.00","$92,565.00",$8.00,$1.75,no,High
Bogotá,Sep 2025,1103,1000,1200,99270,"$264,720.00","$173,722.50","$90,997.50",$8.00,$1.75,no,High
Bogotá,Oct 2025,1133,1000,1200,101970,"$271,920.00","$178,447.50","$93,472.50",$8.00,$1.75,no,High
Bogotá,Nov 2025,1086,1000,1200,97740,"$260,640.00","$171,045.00","$89,595.00",$8.00,$1.75,no,High
Bogotá,Dec 2025,1057,1000,1200,95130,"$253,680.00","$166,477.50","$87,202.50",$8.00,$1.75,no,High
Bogotá,Jan 2026,994,1000,1200,89460,"$238,560.00","$156,555.00","$82,005.00",$8.00,$1.75,yes,High
Bogotá,Feb 2026,1081,1000,1200,97290,"$259,440.00","$170,257.50","$89,182.50",$8.00,$1.75,no,High
Bogotá,Mar 2026,1098,1000,1200,98820,"$263,520.00","$172,935.00","$90,585.00",$8.00,$1.75,no,High
Nashville,Jan 2024,804,900,1000,72360,"$241,200.00","$144,720.00","$96,480.00",$10.00,$2.00,yes,High
Nashville,Feb 2024,796,900,1000,71640,"$238,800.00","$143,280.00","$95,520.00",$10.00,$2.00,yes,High
Nashville,Mar 2024,985,900,1000,88650,"$295,500.00","$177,300.00","$118,200.00",$10.00,$2.00,no,High
Nashville,Apr 2024,939,900,1000,84510,"$281,700.00","$169,020.00","$112,680.00",$10.00,$2.00,no,High
Nashville,May 2024,1000,900,1000,90000,"$300,000.00","$180,000.00","$120,000.00",$10.00,$2.00,no,High
Nashville,Jun 2024,993,900,1000,89370,"$297,900.00","$178,740.00","$119,160.00",$10.00,$2.00,no,High
Nashville,Jul 2024,895,900,1000,80550,"$268,500.00","$161,100.00","$107,400.00",$10.00,$2.00,yes,High
Nashville,Aug 2024,943,900,1000,84870,"$282,900.00","$169,740.00","$113,160.00",$10.00,$2.00,no,High
Nashville,Sep 2024,827,900,1000,74430,"$248,100.00","$148,860.00","$99,240.00",$10.00,$2.00,yes,High
Nashville,Oct 2024,928,900,1000,83520,"$278,400.00","$167,040.00","$111,360.00",$10.00,$2.00,no,High
Nashville,Nov 2024,1000,900,1000,90000,"$300,000.00","$180,000.00","$120,000.00",$10.00,$2.00,no,High
Nashville,Dec 2024,757,900,1000,68130,"$227,100.00","$136,260.00","$90,840.00",$10.00,$2.00,yes,High
Nashville,Jan 2025,971,900,1000,87390,"$291,300.00","$174,780.00","$116,520.00",$10.00,$2.00,no,High
Nashville,Feb 2025,972,900,1000,87480,"$291,600.00","$174,960.00","$116,640.00",$10.00,$2.00,no,High
Nashville,Mar 2025,873,900,1000,78570,"$261,900.00","$157,140.00","$104,760.00",$10.00,$2.00,yes,High
Nashville,Apr 2025,944,900,1000,84960,"$283,200.00","$169,920.00","$113,280.00",$10.00,$2.00,no,High
Nashville,May 2025,959,900,1000,86310,"$287,700.00","$172,620.00","$115,080.00",$10.00,$2.00,no,High
Nashville,Jun 2025,972,900,1000,87480,"$291,600.00","$174,960.00","$116,640.00",$10.00,$2.00,no,High
Nashville,Jul 2025,1000,900,1000,90000,"$300,000.00","$180,000.00","$120,000.00",$10.00,$2.00,no,High
Nashville,Aug 2025,865,900,1000,77850,"$259,500.00","$155,700.00","$103,800.00",$10.00,$2.00,yes,High
Nashville,Sep 2025,889,900,1000,80010,"$266,700.00","$160,020.00","$106,680.00",$10.00,$2.00,yes,High
Nashville,Oct 2025,1000,900,1000,90000,"$300,000.00","$180,000.00","$120,000.00",$10.00,$2.00,no,High
Nashville,Nov 2025,786,900,1000,70740,"$235,800.00","$141,480.00","$94,320.00",$10.00,$2.00,yes,High
Nashville,Dec 2025,899,900,1000,80910,"$269,700.00","$161,820.00","$107,880.00",$10.00,$2.00,yes,High
Nashville,Jan 2026,762,900,1000,68580,"$228,600.00","$137,160.00","$91,440.00",$10.00,$2.00,yes,High
Nashville,Feb 2026,793,900,1000,71370,"$237,900.00","$142,740.00","$95,160.00",$10.00,$2.00,yes,High
Nashville,Mar 2026,976,900,1000,87840,"$292,800.00","$175,680.00","$117,120.00",$10.00,$2.00,no,High
Lisbon,Jan 2024,741,700,800,66690,"$200,070.00","$116,707.50","$83,362.50",$9.00,$1.75,no,High
Lisbon,Feb 2024,772,700,800,69480,"$208,440.00","$121,590.00","$86,850.00",$9.00,$1.75,no,High
Lisbon,Mar 2024,733,700,800,65970,"$197,910.00","$115,447.50","$82,462.50",$9.00,$1.75,no,High
Lisbon,Apr 2024,717,700,800,64530,"$193,590.00","$112,927.50","$80,662.50",$9.00,$1.75,no,High
Lisbon,May 2024,773,700,800,69570,"$208,710.00","$121,747.50","$86,962.50",$9.00,$1.75,no,High
Lisbon,Jun 2024,746,700,800,67140,"$201,420.00","$117,495.00","$83,925.00",$9.00,$1.75,no,High
Lisbon,Jul 2024,782,700,800,70380,"$211,140.00","$123,165.00","$87,975.00",$9.00,$1.75,no,High
Lisbon,Aug 2024,755,700,800,67950,"$203,850.00","$118,912.50","$84,937.50",$9.00,$1.75,no,High
Lisbon,Sep 2024,637,700,800,57330,"$171,990.00","$100,327.50","$71,662.50",$9.00,$1.75,yes,High
Lisbon,Oct 2024,787,700,800,70830,"$212,490.00","$123,952.50","$88,537.50",$9.00,$1.75,no,High
Lisbon,Nov 2024,750,700,800,67500,"$202,500.00","$118,125.00","$84,375.00",$9.00,$1.75,no,High
Lisbon,Dec 2024,752,700,800,67680,"$203,040.00","$118,440.00","$84,600.00",$9.00,$1.75,no,High
Lisbon,Jan 2025,748,700,800,67320,"$201,960.00","$117,810.00","$84,150.00",$9.00,$1.75,no,High
Lisbon,Feb 2025,726,700,800,65340,"$196,020.00","$114,345.00","$81,675.00",$9.00,$1.75,no,High
Lisbon,Mar 2025,795,700,800,71550,"$214,650.00","$125,212.50","$89,437.50",$9.00,$1.75,no,High
Lisbon,Apr 2025,772,700,800,69480,"$208,440.00","$121,590.00","$86,850.00",$9.00,$1.75,no,High
Lisbon,May 2025,785,700,800,70650,"$211,950.00","$123,637.50","$88,312.50",$9.00,$1.75,no,High
Lisbon,Jun 2025,786,700,800,70740,"$212,220.00","$123,795.00","$88,425.00",$9.00,$1.75,no,High
Lisbon,Jul 2025,740,700,800,66600,"$199,800.00","$116,550.00","$83,250.00",$9.00,$1.75,no,High
Lisbon,Aug 2025,777,700,800,69930,"$209,790.00","$122,377.50","$87,412.50",$9.00,$1.75,no,High
Lisbon,Sep 2025,717,700,800,64530,"$193,590.00","$112,927.50","$80,662.50",$9.00,$1.75,no,High
Lisbon,Oct 2025,653,700,800,58770,"$176,310.00","$102,847.50","$73,462.50",$9.00,$1.75,yes,High
Lisbon,Nov 2025,797,700,800,71730,"$215,190.00","$125,527.50","$89,662.50",$9.00,$1.75,no,High
Lisbon,Dec 2025,750,700,800,67500,"$202,500.00","$118,125.00","$84,375.00",$9.00,$1.75,no,High
Lisbon,Jan 2026,653,700,800,58770,"$176,310.00","$102,847.50","$73,462.50",$9.00,$1.75,yes,High
Lisbon,Feb 2026,751,700,800,67590,"$202,770.00","$118,282.50","$84,487.50",$9.00,$1.75,no,High
Lisbon,Mar 2026,789,700,800,71010,"$213,030.00","$124,267.50","$88,762.50",$9.00,$1.75,no,High
Auckland,Jan 2024,529,550,600,47610,"$142,830.00","$95,220.00","$47,610.00",$9.00,$2.00,yes,High
Auckland,Feb 2024,488,550,600,43920,"$131,760.00","$87,840.00","$43,920.00",$9.00,$2.00,yes,High
Auckland,Mar 2024,503,550,600,45270,"$135,810.00","$90,540.00","$45,270.00",$9.00,$2.00,yes,High
Auckland,Apr 2024,529,550,600,47610,"$142,830.00","$95,220.00","$47,610.00",$9.00,$2.00,yes,High
Auckland,May 2024,458,550,600,41220,"$123,660.00","$82,440.00","$41,220.00",$9.00,$2.00,yes,High
Auckland,Jun 2024,600,550,600,54000,"$162,000.00","$108,000.00","$54,000.00",$9.00,$2.00,no,High
Auckland,Jul 2024,541,550,600,48690,"$146,070.00","$97,380.00","$48,690.00",$9.00,$2.00,yes,High
Auckland,Aug 2024,496,550,600,44640,"$133,920.00","$89,280.00","$44,640.00",$9.00,$2.00,yes,High
Auckland,Sep 2024,476,550,600,42840,"$128,520.00","$85,680.00","$42,840.00",$9.00,$2.00,yes,High
Auckland,Oct 2024,530,550,600,47700,"$143,100.00","$95,400.00","$47,700.00",$9.00,$2.00,yes,High
Auckland,Nov 2024,600,550,600,54000,"$162,000.00","$108,000.00","$54,000.00",$9.00,$2.00,no,High
Auckland,Dec 2024,494,550,600,44460,"$133,380.00","$88,920.00","$44,460.00",$9.00,$2.00,yes,High
Auckland,Jan 2025,509,550,600,45810,"$137,430.00","$91,620.00","$45,810.00",$9.00,$2.00,yes,High
